no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
45,毒品,1080318,台北市信義區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,105.7
45,毒品,1080318,台北市信義區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,91.27
45,毒品,1080318,台北市信義區,公寓(三至五層建築物),    ,    ,1,安非他命,4.1
45,毒品,1080318,台北市信義區,公寓(三至五層建築物),    ,    ,1,大麻,0.59
46,毒品,1080227,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,5.16
46,毒品,1080227,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.12
47,毒品,1080228,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.53
48,毒品,1080302,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.85
49,毒品,1080303,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.4
50,毒品,1080304,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,0.89
51,毒品,1080327,台北市文山區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,10.05
52,毒品,1080302,新北市板橋區,公寓(三至五層建築物),其他,電腦網路,1,FM2,8
53,毒品,1080106,高雄市大社區,普通住宅(一、二層樓),    ,    ,1,安非他命,259.28
53,毒品,1080106,高雄市大社區,普通住宅(一、二層樓),    ,    ,1,海洛因,182.15
54,毒品,1071005,新北市蘆洲區,普通住宅(一、二層樓),    ,    ,1,大麻,12000
55,毒品,1080116,新竹縣北埔鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
55,毒品,1080116,新竹縣北埔鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
56,毒品,1080304,高雄市燕巢區,醫療院所(門診中心),    ,    ,1,海洛因,0.7
57,毒品,1080315,桃園市大溪區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.62
57,毒品,1080315,桃園市大溪區,普通住宅(一、二層樓),    ,    ,2,安非他命,0
58,毒品,1080224,台中市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
59,毒品,1080321,台北市松山區,公路(省、縣、鄉、鎮道,LINE,電腦網路,1,安非他命,0
60,毒品,1080120,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
61,毒品,1080102,新北市瑞芳區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
62,毒品,1080328,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.6
63,毒品,1080322,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.91
64,毒品,1071123,台中市北區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
65,毒品,1080109,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
66,毒品,1080213,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,海洛因,0.1
66,毒品,1080213,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
67,毒品,1080214,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,海洛因,0.1
67,毒品,1080214,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
68,毒品,1080211,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
69,毒品,1080308,台東縣台東市,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.66
70,毒品,1080213,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
71,毒品,1080205,台東縣卑南鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
72,毒品,1080225,南投縣信義鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
73,毒品,1080312,台中市沙鹿區,普通住宅(一、二層樓),    ,    ,1,大麻,376
74,毒品,1080114,台南市柳營區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
75,毒品,1080305,花蓮縣新城鄉,大專(含軍警)院校,    ,    ,2,安非他命,0
76,毒品,1071108,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
77,毒品,1080105,基隆市信義區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0
78,毒品,1080318,台南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,17
79,毒品,1080314,苗栗縣苑裡鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
80,毒品,1080115,苗栗縣通霄鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
81,毒品,1080110,新北市汐止區,車站(捷運、高鐵、臺鐵車站除外),    ,    ,1,甲基安非他命,0
82,毒品,1080320,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,159.87
82,毒品,1080320,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0
83,毒品,1080108,苗栗縣大湖鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
84,毒品,1071217,苗栗縣大湖鄉,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
85,毒品,1080228,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.76
86,毒品,1080303,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
87,毒品,1080304,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
88,毒品,1080301,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,6.44
89,毒品,1080219,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
90,毒品,1080317,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,3,K(愷)他命(含液態),12
90,毒品,1080317,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,3,安非他命,53.25
91,毒品,1080114,屏東縣內埔鄉,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
92,毒品,1080118,高雄市湖內區,普通住宅(一、二層樓),    ,    ,1,鴉片(阿片),0
93,毒品,1080327,新北市板橋區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,389.7
94,毒品,1071206,雲林縣斗六市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
95,毒品,1080101,彰化縣秀水鄉,公寓(三至五層建築物),    ,    ,1,安非他命,0
96,毒品,1080305,雲林縣元長鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
97,毒品,1080308,新北市三重區,出租公寓（套房）,    ,房間（起居室）,1,安非他命,3.5
97,毒品,1080308,新北市三重區,出租公寓（套房）,    ,房間（起居室）,1,K(愷)他命(含液態),2
97,毒品,1080308,新北市三重區,出租公寓（套房）,    ,房間（起居室）,1,MDMA（快樂丸）,8.5
98,毒品,1080302,新北市三重區,公寓(三至五層建築物),    ,    ,2,K(愷)他命(含液態),360
98,毒品,1080302,新北市三重區,公寓(三至五層建築物),    ,    ,2,MDMA（快樂丸）,0.4
99,毒品,1080101,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
100,毒品,1080302,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,4.61
101,毒品,1080219,台南市新營區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
102,毒品,1080103,宜蘭縣羅東鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
103,毒品,1080328,台北市大同區,車站(捷運、高鐵、臺鐵車站除外),    ,大廳,1,安非他命,1.15
104,毒品,1080211,台北市大同區,便利商店,    ,    ,1,甲基安非他命,0
105,毒品,1070819,嘉義縣太保市,汽車旅館,    ,    ,1,安非他命,0.9
106,毒品,1080224,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
107,毒品,1071020,嘉義市東區,公園,    ,公廁,1,安非他命,0
108,毒品,1080305,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
109,毒品,1080331,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.4
109,毒品,1080331,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,19.58
110,毒品,1080331,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
111,毒品,1080302,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,0
112,毒品,1071106,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
113,毒品,1071115,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.23
114,毒品,1071230,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
115,毒品,1080319,桃園市平鎮區,鐵皮屋,    ,    ,2,安非他命,0.58
116,毒品,1080228,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
117,毒品,1080304,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.56
118,毒品,1070415,高雄市大寮區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
119,毒品,1080305,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
120,毒品,1080307,新北市林口區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,1.87
121,毒品,1080315,宜蘭縣宜蘭市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,1.51
122,毒品,1080123,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,0
123,毒品,1080301,高雄市左營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.49
124,毒品,1070723,新北市萬里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
125,毒品,1080307,宜蘭縣宜蘭市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.7
126,毒品,1080304,高雄市路竹區,貨櫃集散場,    ,    ,1,海洛因,0
126,毒品,1080304,高雄市路竹區,貨櫃集散場,    ,    ,1,安非他命,0
127,毒品,1080226,新北市中和區,公寓(三至五層建築物),    ,    ,1,海洛因,0
128,毒品,1080313,高雄市路竹區,出租公寓（套房）,    ,    ,5,安非他命,0
129,毒品,1080319,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,2.86
129,毒品,1080319,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,8.76
130,毒品,1070403,台南市安平區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
131,毒品,1080101,嘉義市西區,KTV,    ,    ,1,安非他命,0
132,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,22.8
133,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),2
133,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,68.1
133,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),2
133,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),2
133,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),2
133,毒品,1080306,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,89.8
134,毒品,1080228,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
135,毒品,1080228,南投縣中寮鄉,工地、工寮,    ,    ,1,海洛因,0
136,毒品,1080307,嘉義市西區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,MDMA（快樂丸）,101.86
137,毒品,1080306,嘉義市西區,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
138,毒品,1080324,台北市士林區,便利商店,    ,    ,1,安非他命,0
139,毒品,1080313,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
140,毒品,1080316,台北市文山區,普通住宅(一、二層樓),    ,    ,1,FM2,34.17
140,毒品,1080316,台北市文山區,普通住宅(一、二層樓),    ,    ,1,FM2,6.77
140,毒品,1080316,台北市文山區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0.18
141,毒品,1080228,彰化縣員林市,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
142,毒品,1080126,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
142,毒品,1080126,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,鴉片(阿片),0
143,毒品,1070702,彰化縣大村鄉,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,1.09
143,毒品,1070702,彰化縣大村鄉,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,277.5
143,毒品,1070702,彰化縣大村鄉,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,25.05
144,毒品,1080314,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,6.3
145,毒品,1080313,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.06
146,毒品,1080123,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
147,毒品,1070923,台北市萬華區,市場(含夜市),    ,    ,1,安非他命,0
148,毒品,1080304,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
149,毒品,1080104,台北市萬華區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
150,毒品,1080303,高雄市前鎮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
151,毒品,1080314,南投縣國姓鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.02
152,毒品,1080314,南投縣埔里鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.77
153,毒品,1080127,新北市蘆洲區,汽車旅館,    ,    ,1,嗎啡,0
153,毒品,1080127,新北市蘆洲區,汽車旅館,    ,    ,1,安非他命,0
154,毒品,1080306,新北市五股區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.02
155,毒品,1080307,新北市五股區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.2
156,毒品,1080211,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,安非他命,0
157,毒品,1070715,高雄市鼓山區,大廈(六層以上建築物),    ,    ,1,安非他命,0
157,毒品,1070715,高雄市鼓山區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),0
158,毒品,1080125,新北市五股區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
159,毒品,1070925,新北市永和區,大廈(六層以上建築物),    ,其他共同附屬場所,1,甲基安非他命,0
159,毒品,1070925,新北市永和區,大廈(六層以上建築物),    ,其他共同附屬場所,1,K(愷)他命(含液態),0
160,毒品,1071021,台南市東山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
160,毒品,1071021,台南市東山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
161,毒品,1080227,新北市樹林區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,0.98
161,毒品,1080227,新北市樹林區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,0.98
162,毒品,1071005,嘉義縣中埔鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
163,毒品,1080306,基隆市中正區,大廈(六層以上建築物),    ,    ,1,安非他命,0
164,毒品,1080113,基隆市信義區,旅社飯店客棧汽車旅館,    ,    ,1,海洛因,0
165,毒品,1080126,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,0
166,毒品,1080127,基隆市信義區,公寓(三至五層建築物),    ,    ,1,海洛因,0
166,毒品,1080127,基隆市信義區,公寓(三至五層建築物),    ,    ,1,安非他命,0
167,毒品,1080306,基隆市中正區,大廈(六層以上建築物),    ,    ,1,海洛因,0.7
167,毒品,1080306,基隆市中正區,大廈(六層以上建築物),    ,    ,1,安非他命,0.3
168,毒品,1071215,台中市豐原區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
169,毒品,1071101,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
170,毒品,1080115,宜蘭縣蘇澳鎮,空地(公、私用地),    ,    ,1,嗎啡,0
171,毒品,1060201,台中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
171,毒品,1060201,台中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
172,毒品,1080325,台中市西屯區,歌廳,    ,    ,1,甲基卡西酮,8.9
173,毒品,1080319,台中市中區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.32
174,毒品,1060621,高雄市左營區,車站票房(售票亭),    ,    ,1,"3,4-亞甲基雙氧安非他命(MDA)",0
175,毒品,1070830,新北市板橋區,網路咖啡館(店),線上遊戲,電腦網路,1,安非他命,37.5
176,毒品,1080216,新北市泰山區,醫療院所(門診中心),    ,    ,1,海洛因,0
177,毒品,1080129,新北市林口區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.98
177,毒品,1080129,新北市林口區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,8.62
178,毒品,1080314,新北市泰山區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),0.23
179,毒品,1071206,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
180,毒品,1080214,台北市萬華區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
181,毒品,1071219,花蓮縣光復鄉,其他,    ,    ,1,安非他命,0
182,毒品,1080306,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
182,毒品,1080306,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
183,毒品,1080304,台東縣池上鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,23.03
184,毒品,1060415,桃園市蘆竹區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
185,毒品,1070926,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
186,毒品,1070902,澎湖縣馬公市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
187,毒品,1071018,新北市瑞芳區,大廈(六層以上建築物),    ,    ,1,安非他命,0
187,毒品,1071018,新北市瑞芳區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
188,毒品,1080303,苗栗縣竹南鎮,宿舍,    ,    ,3,安非他命,0
189,毒品,1080225,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
190,毒品,1080223,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
191,毒品,1080128,新北市瑞芳區,車站(捷運、高鐵、臺鐵車站除外),    ,    ,1,海洛因,0
192,毒品,1071014,台南市東山區,小學(含幼稚園及托兒所,    ,    ,1,海洛因,0
193,毒品,1080222,基隆市安樂區,集合住宅,    ,    ,1,海洛因,0
193,毒品,1080222,基隆市安樂區,集合住宅,    ,    ,1,安非他命,0
194,毒品,1070922,基隆市安樂區,市場(含夜市),    ,    ,2,海洛因,0
195,毒品,1070630,台南市東山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
196,毒品,1071210,基隆市安樂區,大廈(六層以上建築物),    ,    ,1,安非他命,0
197,毒品,1071212,彰化縣彰化市,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
197,毒品,1071212,彰化縣彰化市,普通住宅(一、二層樓),    ,    ,1,原可待因,0
198,毒品,1080307,雲林縣台西鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
199,毒品,1070826,雲林縣台西鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
199,毒品,1070826,雲林縣台西鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
200,毒品,1070712,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
201,毒品,1080312,新北市三重區,普通住宅(一、二層樓),    ,    ,2,二甲氧基安非他命(DMA),0
202,毒品,1080325,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.42
203,毒品,1080325,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,0.54
204,毒品,1080324,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,35.44
205,毒品,1080325,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.5
206,毒品,1080325,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.68
207,毒品,1080323,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),6.44
207,毒品,1080323,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,14.74
208,毒品,1080220,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
208,毒品,1080220,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
209,毒品,1080315,桃園市中壢區,汽車旅館,    ,    ,1,安非他命,7.94
209,毒品,1080315,桃園市中壢區,汽車旅館,    ,    ,1,安非他命,0.33
210,毒品,1080326,台北市士林區,出租公寓（套房）,    ,    ,1,甲基安非他命,0
211,毒品,1080328,台北市士林區,出租公寓（套房）,    ,    ,2,甲基安非他命,0.8
212,毒品,1080313,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,安非他命,2.76
213,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.31
213,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,9.65
214,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.31
214,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,9.65
215,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.31
215,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,9.65
216,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.31
216,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,19.86
217,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.31
217,毒品,1080319,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,9.65
