no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
62,毒品,1110101,南投縣名間鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
63,毒品,1110223,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.41
64,毒品,1110223,桃園市平鎮區,公寓(三至五層建築物),    ,    ,1,安非他命,0.7
65,毒品,1110223,桃園市平鎮區,透天厝,    ,    ,1,安非他命,0
66,毒品,1110223,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
67,毒品,1110110,新北市貢寮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
68,毒品,1110115,新北市雙溪區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
69,毒品,1110113,新北市貢寮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
70,毒品,1110115,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
71,毒品,1110215,雲林縣林內鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,4
72,毒品,1110225,新竹縣竹東鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.27
73,毒品,1110105,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
73,毒品,1110105,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,鴉片(阿片),0
74,毒品,1110214,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
75,毒品,1110211,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.36
76,毒品,1110105,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
77,毒品,1110212,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,0.6
78,毒品,1110210,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
79,毒品,1110213,桃園市八德區,鐵皮屋,    ,    ,1,安非他命,2
80,毒品,1110105,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
81,毒品,1110122,臺北市大同區,旅社飯店客棧,    ,    ,1,安非他命,11.4
82,毒品,1110115,臺南市新營區,公寓(三至五層建築物),    ,    ,1,海洛因,0
82,毒品,1110115,臺南市新營區,公寓(三至五層建築物),    ,    ,1,安非他命,0
83,毒品,1110125,臺南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
84,毒品,1110202,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,16.77
85,毒品,1110108,新北市三芝區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
86,毒品,1110128,花蓮縣光復鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.24
87,毒品,1110211,基隆市七堵區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.33
88,毒品,1110111,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
89,毒品,1110224,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
89,毒品,1110224,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.42
90,毒品,1110216,臺北市文山區,公路(省、縣、鄉、鎮道,    ,巷口(路口),3,安非他命,1.15
90,毒品,1110216,臺北市文山區,公路(省、縣、鄉、鎮道,    ,巷口(路口),3,安非他命,0.21
90,毒品,1110216,臺北市文山區,公路(省、縣、鄉、鎮道,    ,巷口(路口),3,海洛因,0.17
91,毒品,1110105,基隆市暖暖區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
92,毒品,1110207,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,8.69
92,毒品,1110207,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.23
93,毒品,1110209,臺中市大肚區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.24
94,毒品,1110227,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),22.8
95,毒品,1110227,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),107.96
96,毒品,1110102,新竹縣竹北市,工地、工寮,    ,    ,1,安非他命,0
97,毒品,1110228,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.1
98,毒品,1110123,宜蘭縣五結鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
99,毒品,1110221,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),38.75
99,毒品,1110221,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),157.5
100,毒品,1110226,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.38
101,毒品,1110124,屏東縣屏東市,汽車旅館,    ,    ,1,甲基卡西酮,0
102,毒品,1110113,花蓮縣瑞穗鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
103,毒品,1110202,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.08
104,毒品,1110217,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
104,毒品,1110217,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
105,毒品,1110126,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.24
106,毒品,1110209,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.74
107,毒品,1110207,屏東縣九如鄉,其他交通場所,    ,    ,1,4-甲基甲基卡西酮(喵喵),38.44
108,毒品,1110225,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,26.91
109,毒品,1110227,臺北市中山區,公路(省、縣、鄉、鎮道,    ,地上行人穿越道,1,安非他命,0.25
109,毒品,1110227,臺北市中山區,公路(省、縣、鄉、鎮道,    ,地上行人穿越道,1,安非他命,2.09
110,毒品,1110224,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
111,毒品,1110224,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.36
112,毒品,1110221,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.89
113,毒品,1110220,新北市鶯歌區,公寓(三至五層建築物),    ,    ,1,安非他命,0.21
114,毒品,1110207,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.95
115,毒品,1110213,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,9
116,毒品,1110101,新北市土城區,公寓(三至五層建築物),    ,    ,1,安非他命,0
117,毒品,1110105,臺東縣臺東市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
118,毒品,1110106,臺東縣臺東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
119,毒品,1110111,臺東縣臺東市,其他,    ,    ,1,安非他命,0
120,毒品,1110111,宜蘭縣宜蘭市,公寓(三至五層建築物),    ,    ,1,安非他命,0
121,毒品,1110103,宜蘭縣宜蘭市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
122,毒品,1110226,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
123,毒品,1110205,臺北市信義區,公路(省、縣、鄉、鎮道,    ,    ,2,大麻（大麻花及大麻葉）,0.01
124,毒品,1110224,臺北市萬華區,旅社飯店客棧,    ,    ,1,安非他命,0
124,毒品,1110224,臺北市萬華區,旅社飯店客棧,    ,    ,1,硝甲西泮(硝甲氮平),24.7
125,毒品,1110208,高雄市前金區,大廈(六層以上建築物),    ,    ,1,安非他命,0.77
125,毒品,1110208,高雄市前金區,大廈(六層以上建築物),    ,    ,1,海洛因,0.5
126,毒品,1110215,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,2.3
127,毒品,1110124,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
128,毒品,1110118,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,13.72
129,毒品,1110124,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,27.27
129,毒品,1110124,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.33
130,毒品,1110212,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
131,毒品,1110127,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
132,毒品,1110111,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
133,毒品,1110219,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,9.51
134,毒品,1110219,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,18.15
135,毒品,1110225,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.1
136,毒品,1110102,南投縣南投市,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
137,毒品,1110226,臺中市神岡區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.86
137,毒品,1110226,臺中市神岡區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,7.46
138,毒品,1110226,臺中市霧峰區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0.4
138,毒品,1110226,臺中市霧峰區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.9
139,毒品,1110209,臺北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
140,毒品,1110121,桃園市中壢區,超級市場,    ,停車場,1,甲基卡西酮,101.87
141,毒品,1110225,宜蘭縣宜蘭市,法院及其分院(含檢察署,    ,    ,1,海洛因,0.24
142,毒品,1110223,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
143,毒品,1110227,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),11.56
144,毒品,1110226,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.44
145,毒品,1110211,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.18
146,毒品,1110212,高雄市橋頭區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,7.9
146,毒品,1110212,高雄市橋頭區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,52.6
147,毒品,1110213,高雄市燕巢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.23
148,毒品,1110217,嘉義市西區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.32
149,毒品,1110205,高雄市仁武區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.4
149,毒品,1110205,高雄市仁武區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.09
150,毒品,1110203,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.48
150,毒品,1110203,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.36
150,毒品,1110203,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,2.43
150,毒品,1110203,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,2.12
151,毒品,1110128,高雄市仁武區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.67
152,毒品,1110207,雲林縣莿桐鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,5.5
153,毒品,1110228,臺中市東區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,5
154,毒品,1110124,臺南市安平區,普通住宅(一、二層樓),    ,    ,1,安非他命,72.86
155,毒品,1110117,桃園市龜山區,汽車旅館,    ,    ,1,甲基卡西酮,53.27
156,毒品,1110223,臺南市白河區,普通住宅(一、二層樓),    ,    ,1,海洛因,1
157,毒品,1110104,新北市林口區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
158,毒品,1110103,雲林縣林內鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
159,毒品,1110207,嘉義縣中埔鄉,KTV,    ,    ,1,安非他命,0.9
160,毒品,1110129,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.5
161,毒品,1110206,雲林縣斗六市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.37
162,毒品,1110122,桃園市桃園區,汽車旅館,    ,    ,1,安非他命,0.32
163,毒品,1110216,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),29.95
163,毒品,1110216,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,77.95
164,毒品,1110218,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.42
165,毒品,1110122,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
166,毒品,1110211,臺中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.71
167,毒品,1110101,臺南市柳營區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
168,毒品,1110125,新竹市東區,公路(省、縣、鄉、鎮道,其他,電腦網路,2,卡西酮,81.11
169,毒品,1110213,南投縣水里鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.2
170,毒品,1110210,南投縣水里鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.3
171,毒品,1110129,臺北市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
172,毒品,1110217,彰化縣大村鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
173,毒品,1110205,桃園市楊梅區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
174,毒品,1110215,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.1
175,毒品,1110119,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.52
176,毒品,1110210,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),31.56
177,毒品,1110107,彰化縣彰化市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
178,毒品,1110105,新北市新莊區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
179,毒品,1110212,新北市新莊區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,2.52
180,毒品,1110215,新北市新店區,普通住宅(一、二層樓),    ,    ,1,安非他命,7.57
181,毒品,1110121,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
181,毒品,1110121,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
182,毒品,1110228,屏東縣東港鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.55
183,毒品,1110222,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,104.95
184,毒品,1110228,屏東縣東港鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.2
185,毒品,1110116,屏東縣新園鄉,工廠(不含爆竹車輛修配、含工業,    ,    ,1,安非他命,0
186,毒品,1110224,臺中市梧棲區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.82
187,毒品,1110215,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,1.16
188,毒品,1110104,桃園市桃園區,出租公寓（套房）,    ,    ,1,安非他命,0
189,毒品,1110116,新北市三芝區,公園,    ,公廁,1,甲基安非他命,0
190,毒品,1110107,桃園市蘆竹區,便利商店,    ,    ,1,安非他命,0
191,毒品,1110110,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
192,毒品,1110212,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,勞拉西泮,13.93
192,毒品,1110212,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,舒樂安定,10.08
192,毒品,1110212,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,阿普唑他(蝴蝶片),26.91
192,毒品,1110212,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,舒樂安定,7.04
193,毒品,1110212,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.66
194,毒品,1110212,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.1
195,毒品,1110214,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,8.76
196,毒品,1110112,臺南市永康區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
197,毒品,1110117,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,3.63
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,1.29
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.51
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.5
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.5
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.3
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,3.5
198,毒品,1110221,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.67
199,毒品,1110227,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.46
200,毒品,1110115,嘉義縣水上鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
200,毒品,1110115,嘉義縣水上鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
201,毒品,1110215,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,6.71
202,毒品,1110110,新北市汐止區,大廈(六層以上建築物),    ,    ,1,安非他命,0
203,毒品,1110202,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.3
204,毒品,1110215,高雄市小港區,大廈(六層以上建築物),    ,    ,1,海洛因,0.33
205,毒品,1110109,嘉義縣布袋鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
206,毒品,1110211,南投縣埔里鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.47
207,毒品,1110110,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
208,毒品,1110224,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.12
209,毒品,1110101,臺中市烏日區,透天厝,    ,    ,1,安非他命,0
210,毒品,1110212,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,30.79
210,毒品,1110212,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,40.53
210,毒品,1110212,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,59.37
211,毒品,1110203,新北市新莊區,大廈(六層以上建築物),    ,    ,2,甲基安非他命,0.19
212,毒品,1110112,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
213,毒品,1110110,臺北市南港區,公寓(三至五層建築物),    ,    ,1,安非他命,0
214,毒品,1110211,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,5.93
214,毒品,1110211,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,1.5
215,毒品,1110122,臺南市安平區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,37.25
216,毒品,1110224,彰化縣彰化市,出租公寓（套房）,    ,    ,1,安非他命,0.17
217,毒品,1110209,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.33
218,毒品,1110105,臺南市永康區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
219,毒品,1110121,嘉義市西區,公寓(三至五層建築物),    ,    ,1,安非他命,0
220,毒品,1110222,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
221,毒品,1110223,屏東縣屏東市,汽車旅館,    ,    ,3,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",0
221,毒品,1110223,屏東縣屏東市,汽車旅館,    ,    ,3,K(愷)他命(含液態),0
