no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
53,毒品,1080518,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
54,毒品,1080522,苗栗縣頭份市,寺廟、道觀、佛堂、神壇,    ,    ,1,K(愷)他命(含液態),0
55,毒品,1070320,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
56,毒品,1080509,宜蘭縣宜蘭市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
57,毒品,1080722,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.11
58,毒品,1080718,基隆市中正區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.42
59,毒品,1080715,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
60,毒品,1080731,台北市萬華區,公寓(三至五層建築物),    ,    ,1,海洛因,0.01
61,毒品,1070101,台北市萬華區,普通住宅(一、二層樓),    ,    ,1,大麻,0
62,毒品,1080708,桃園市中壢區,汽車旅館,    ,    ,1,海洛因,7.73
62,毒品,1080708,桃園市中壢區,汽車旅館,    ,    ,1,安非他命,54.22
63,毒品,1080727,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.22
64,毒品,1080720,嘉義市東區,大廈(六層以上建築物),    ,    ,1,安非他命,0.32
65,毒品,1080530,台北市內湖區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.72
66,毒品,1080517,彰化縣埔心鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
67,毒品,1080517,彰化縣埔心鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
67,毒品,1080517,彰化縣埔心鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
68,毒品,1080711,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,2.26
69,毒品,1080311,新竹市東區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
70,毒品,1080519,新竹縣尖石鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
71,毒品,1080610,新竹縣橫山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
72,毒品,1080305,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
73,毒品,1080617,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
74,毒品,1080701,高雄市左營區,大廈(六層以上建築物),    ,    ,1,安非他命,0
75,毒品,1080628,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.96
75,毒品,1080628,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,6.86
76,毒品,1080629,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.64
77,毒品,1080629,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),22.24
78,毒品,1080629,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
79,毒品,1080625,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1
79,毒品,1080625,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.34
80,毒品,1080512,高雄市大樹區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
81,毒品,1071120,高雄市仁武區,普通住宅(一、二層樓),    ,    ,3,海洛因,0
82,毒品,1080528,新北市三峽區,公寓(三至五層建築物),    ,房間（起居室）,1,安非他命,0
83,毒品,1080612,屏東縣萬巒鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
83,毒品,1080612,屏東縣萬巒鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
84,毒品,1080621,台北市信義區,大廈(六層以上建築物),    ,    ,1,氟硝西泮,0
85,毒品,1080709,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,159.71
86,毒品,1080712,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
87,毒品,1080712,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.86
88,毒品,1071001,新竹縣湖口鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
89,毒品,1080528,新竹縣湖口鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
90,毒品,1080523,澎湖縣馬公市,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
90,毒品,1080523,澎湖縣馬公市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
91,毒品,1080409,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
92,毒品,1080717,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.12
94,毒品,1080701,台中市東區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
95,毒品,1080220,台南市南區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
96,毒品,1080722,台中市南區,透天厝,    ,    ,1,MDMA（快樂丸）,1.86
97,毒品,1080211,台南市南區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
98,毒品,1080225,屏東縣潮州鎮,檳榔攤,    ,    ,1,甲基安非他命,0.74
98,毒品,1080225,屏東縣潮州鎮,檳榔攤,    ,    ,1,K(愷)他命(含液態),3.75
99,毒品,1080130,嘉義市西區,普通住宅(一、二層樓),    ,門口(出入口),1,安非他命,0
100,毒品,1080723,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.4
100,毒品,1080723,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.51
101,毒品,1080305,嘉義市西區,汽車旅館,    ,    ,1,K(愷)他命(含液態),0
102,毒品,1080724,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,街道馬路,2,安非他命,0.34
103,毒品,1080616,高雄市大樹區,公路(省、縣、鄉、鎮道,    ,房間（起居室）,1,海洛因,0
104,毒品,1080616,高雄市大樹區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0
105,毒品,1080722,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,6.52
106,毒品,1080722,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0.78
106,毒品,1080722,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,8.71
107,毒品,1060615,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
108,毒品,1080613,雲林縣麥寮鄉,公園,    ,    ,1,安非他命,0
109,毒品,1080501,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
110,毒品,1080327,台北市中正區,大廈(六層以上建築物),    ,    ,1,安非他命,0
111,毒品,1080710,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.2
112,毒品,1080601,新北市三重區,公園,    ,    ,1,甲基安非他命,0
113,毒品,1080702,新北市三重區,大廈(六層以上建築物),    ,房間（起居室）,1,甲基安非他命,0.78
114,毒品,1080605,桃園市大溪區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
115,毒品,1080307,台東縣大武鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
116,毒品,1080430,台東縣大武鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
117,毒品,1080730,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,3,氯甲基卡西酮CMC,0.86
118,毒品,1080625,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,16.98
118,毒品,1080625,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,2.54
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,海洛因,1.1
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,海洛因,1.2
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.6
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,安非他命,0.8
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,安非他命,3.2
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,安非他命,0.7
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,安非他命,1.1
119,毒品,1080515,高雄市小港區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.3
120,毒品,1070615,高雄市小港區,普通住宅(一、二層樓),    ,    ,1,FM2,0
121,毒品,1080510,高雄市小港區,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
122,毒品,1080529,高雄市三民區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
123,毒品,1080705,苗栗縣卓蘭鎮,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,36.18
123,毒品,1080705,苗栗縣卓蘭鎮,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,16.92
124,毒品,1070726,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
125,毒品,1080520,桃園市中壢區,工地、工寮,    ,    ,1,安非他命,0
126,毒品,1080729,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.31
127,毒品,1080731,台南市北區,KTV,    ,    ,1,安非他命,5.16
128,毒品,1080727,高雄市鳳山區,大廈(六層以上建築物),    ,房間（起居室）,1,海洛因,38.29
128,毒品,1080727,高雄市鳳山區,大廈(六層以上建築物),    ,房間（起居室）,1,MDMA（快樂丸）,279.46
128,毒品,1080727,高雄市鳳山區,大廈(六層以上建築物),    ,房間（起居室）,1,FM2,1.98
128,毒品,1080727,高雄市鳳山區,大廈(六層以上建築物),    ,房間（起居室）,1,安非他命,583.31
128,毒品,1080727,高雄市鳳山區,大廈(六層以上建築物),    ,房間（起居室）,1,K(愷)他命(含液態),57.04
129,毒品,1080530,高雄市鳳山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
130,毒品,1080522,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
131,毒品,1080510,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
132,毒品,1080617,高雄市鳳山區,網路咖啡館(店),    ,    ,1,安非他命,0
133,毒品,1080616,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
134,毒品,1080711,基隆市暖暖區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
135,毒品,1080719,基隆市七堵區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
136,毒品,1080503,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,安非他命,0
137,毒品,1080312,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
138,毒品,1080726,彰化縣溪湖鎮,公園,    ,    ,1,安非他命,0
139,毒品,1080612,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
140,毒品,1080708,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
141,毒品,1080416,台南市新市區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
142,毒品,1080526,桃園市桃園區,汽車旅館,    ,    ,1,海洛因,0
143,毒品,1080616,彰化縣溪州鄉,公園,    ,    ,1,安非他命,0
144,毒品,1080712,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.67
145,毒品,1080712,新北市三重區,旅社飯店客棧汽車旅館,    ,    ,1,甲基卡西酮,162.99
146,毒品,1080712,台南市白河區,普通住宅(一、二層樓),    ,    ,1,安非他命,3.13
147,毒品,1080127,台南市東山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
148,毒品,1080623,高雄市美濃區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
149,毒品,1080609,高雄市旗山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
150,毒品,1080207,彰化縣大村鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
151,毒品,1080704,彰化縣員林市,公園,    ,公廁,1,海洛因,0
152,毒品,1080521,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
153,毒品,1080517,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
154,毒品,1080512,桃園市桃園區,大廈(六層以上建築物),    ,房間（起居室）,1,安非他命,0
155,毒品,1080306,屏東縣屏東市,便利商店,    ,    ,1,安非他命,0
155,毒品,1080306,屏東縣屏東市,便利商店,    ,    ,1,海洛因,0
156,毒品,1080604,彰化縣員林市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
157,毒品,1080722,雲林縣虎尾鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.25
158,毒品,1080706,雲林縣虎尾鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
159,毒品,1080601,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
160,毒品,1080701,桃園市八德區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.49
161,毒品,1080127,台南市東區,大廈(六層以上建築物),    ,    ,1,安非他命,0
162,毒品,1071227,台中市霧峰區,空地(公、私用地),    ,門口(出入口),1,K(愷)他命(含液態),1.57
163,毒品,1080727,新北市永和區,公寓(三至五層建築物),    ,客廳,1,四氫大麻酚,30.35
164,毒品,1070601,嘉義市西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
165,毒品,1080714,花蓮縣鳳林鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
165,毒品,1080714,花蓮縣鳳林鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
166,毒品,1080617,花蓮縣瑞穗鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
167,毒品,1080110,桃園市龜山區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,10300
168,毒品,1070915,台中市神岡區,公園,    ,    ,2,安非他命,0
169,毒品,1080604,澎湖縣馬公市,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
170,毒品,1080430,澎湖縣湖西鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
170,毒品,1080430,澎湖縣湖西鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
171,毒品,1080614,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
172,毒品,1070623,嘉義縣大林鎮,空地(公、私用地),    ,    ,2,海洛因,0
173,毒品,1080710,台北市松山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.17
174,毒品,1080710,台北市松山區,公路(省、縣、鄉、鎮道,UThome聊天室,電腦網路,1,安非他命,0
175,毒品,1080709,台北市松山區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,0.1
176,毒品,1080610,新竹市東區,透天厝,    ,    ,1,甲基安非他命,0
177,毒品,1080621,台南市將軍區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
178,毒品,1080609,台南市佳里區,大廈(六層以上建築物),    ,    ,1,安非他命,0
179,毒品,1080520,台南市西港區,工地、工寮,    ,公廁,1,甲基安非他命,0
180,毒品,1080517,台南市七股區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
181,毒品,1080723,台南市佳里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
182,毒品,1080413,台南市將軍區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
183,毒品,1080507,台東縣太麻里鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
184,毒品,1080622,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
185,毒品,1080706,桃園市桃園區,舞廳,    ,    ,1,K(愷)他命(含液態),8.76
185,毒品,1080706,桃園市桃園區,舞廳,    ,    ,1,MDMA（快樂丸）,1.05
186,毒品,1080706,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
187,毒品,1080706,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.55
188,毒品,1080611,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
189,毒品,1080518,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
189,毒品,1080518,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
190,毒品,1080709,新北市鶯歌區,公寓(三至五層建築物),    ,    ,1,海洛因,52.16
190,毒品,1080709,新北市鶯歌區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,13.47
191,毒品,1080630,新北市八里區,大廈(六層以上建築物),    ,    ,1,鴉片(阿片),0
191,毒品,1080630,新北市八里區,大廈(六層以上建築物),    ,    ,1,安非他命,0
192,毒品,1070115,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,14.13
192,毒品,1070115,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,111.54
193,毒品,1080720,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,0.1
194,毒品,1080604,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
195,毒品,1080705,彰化縣鹿港鎮,公寓(三至五層建築物),    ,    ,1,海洛因,0.49
196,毒品,1080514,彰化縣福興鄉,透天厝,    ,    ,1,安非他命,0
197,毒品,1080510,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
198,毒品,1080710,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,2
199,毒品,1071101,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
200,毒品,1080301,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,44.65
201,毒品,1080615,苗栗縣公館鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
202,毒品,1080708,桃園市觀音區,大廈(六層以上建築物),    ,    ,1,海洛因,0.1
203,毒品,1071219,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
204,毒品,1080713,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),50
205,毒品,1080621,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
206,毒品,1080621,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
207,毒品,1080527,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
208,毒品,1080723,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.02
209,毒品,1080424,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
210,毒品,1080429,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
211,毒品,1080429,台中市北屯區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
212,毒品,1080406,苗栗縣苑裡鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
213,毒品,1080511,新北市烏來區,大廈(六層以上建築物),    ,房間（起居室）,1,甲基安非他命,0
214,毒品,1080601,新北市新店區,公寓(三至五層建築物),    ,    ,1,海洛因,1.48
215,毒品,1080601,新北市蘆洲區,網路咖啡館(店),    ,    ,1,安非他命,0
215,毒品,1080601,新北市蘆洲區,網路咖啡館(店),    ,    ,1,甲基安非他命,0
216,毒品,1080721,屏東縣內埔鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
217,毒品,1080516,桃園市楊梅區,公寓(三至五層建築物),    ,房間（起居室）,1,甲基安非他命,0
218,毒品,1080430,桃園市楊梅區,公園,    ,    ,1,安非他命,0
219,毒品,1080724,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.28
220,毒品,1080728,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0.24
221,毒品,1070923,基隆市安樂區,公寓(三至五層建築物),    ,    ,2,K(愷)他命(含液態),0
222,毒品,1080420,宜蘭縣宜蘭市,便利商店,    ,    ,1,海洛因,0
223,毒品,1080616,嘉義縣中埔鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,3.36
224,毒品,1080724,嘉義縣中埔鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.29
225,毒品,1080725,台中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),109.06
225,毒品,1080725,台中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,2174.5
226,毒品,1080330,台中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,硝西泮,0
226,毒品,1080330,台中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),0
227,毒品,1080716,彰化縣社頭鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,1.64
228,毒品,1080712,台南市安平區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
229,毒品,1080615,新竹市香山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
230,毒品,1080622,台中市龍井區,出租公寓（套房）,    ,    ,1,安非他命,0
231,毒品,1080709,台中市南屯區,大廈(六層以上建築物),    ,    ,1,MDMA（快樂丸）,1324.7
231,毒品,1080709,台中市南屯區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),100
232,毒品,1070910,新竹縣湖口鄉,公路(省、縣、鄉、鎮道,    ,    ,3,海洛因,0
232,毒品,1070910,新竹縣湖口鄉,公路(省、縣、鄉、鎮道,    ,    ,3,安非他命,0
