no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
53,毒品,1050910,台中市豐原區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
54,毒品,1050925,基隆市七堵區,臺鐵（含車道、車站等）,    ,公廁,1,安非他命,0
55,毒品,1051101,基隆市七堵區,公寓(三至五層建築物),    ,    ,1,海洛因,0.19
56,毒品,1051016,基隆市暖暖區,公寓(三至五層建築物),    ,    ,1,安非他命,0
57,毒品,1051020,基隆市暖暖區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
58,毒品,1051019,基隆市暖暖區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
59,毒品,1051106,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
59,毒品,1051106,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
60,毒品,1050927,高雄市楠梓區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
61,毒品,1050822,新竹市香山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
62,毒品,1050715,彰化縣大村鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
63,毒品,1050919,彰化縣大村鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
64,毒品,1051123,彰化縣埤頭鄉,透天厝,    ,    ,1,安非他命,1.4
65,毒品,1051127,高雄市旗山區,其他交通場所,    ,    ,1,安非他命,0
66,毒品,1051005,台南市北區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
67,毒品,1051129,花蓮縣花蓮市,普通住宅(一、二層樓),    ,    ,1,安非他命,4.34
68,毒品,1051102,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.83
69,毒品,1051106,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,2,甲基安非他命,0.58
69,毒品,1051106,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,2,MDMA（快樂丸）,0.54
70,毒品,1051110,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.35
71,毒品,1050927,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
72,毒品,1050921,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
73,毒品,1051005,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
74,毒品,1050817,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
75,毒品,1051008,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
76,毒品,1051111,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.66
77,毒品,1041212,台中市北區,大廈(六層以上建築物),    ,    ,1,海洛因,0
77,毒品,1041212,台中市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
78,毒品,1050902,花蓮縣秀林鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
79,毒品,1050903,彰化縣鹿港鎮,網路咖啡館(店),    ,    ,1,MDMA（快樂丸）,0
80,毒品,1051108,彰化縣秀水鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.4
80,毒品,1051108,彰化縣秀水鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
81,毒品,1050829,彰化縣秀水鄉,透天厝,    ,    ,1,安非他命,0
82,毒品,1050728,彰化縣秀水鄉,透天厝,    ,    ,1,安非他命,0
83,毒品,1050212,彰化縣鹿港鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
83,毒品,1050212,彰化縣鹿港鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
84,毒品,1051113,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.6
85,毒品,1051109,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.57
86,毒品,1051104,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.48
87,毒品,1051108,新北市新莊區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,37.2
88,毒品,1050914,台南市永康區,電子遊藝場(含電動玩具),    ,    ,1,安非他命,0
89,毒品,1051130,台北市大安區,公園,    ,    ,1,安非他命,0
90,毒品,1051130,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1
91,毒品,1050808,高雄市左營區,郵政機構(郵局除外),    ,    ,1,去甲麻黃鹼,20
92,毒品,1051129,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.28
93,毒品,1051102,花蓮縣卓溪鄉,農家住宅,    ,    ,1,安非他命,6.5
94,毒品,1050201,新北市林口區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
95,毒品,1051108,苗栗縣竹南鎮,其他交通場所,    ,    ,1,安非他命,1.81
96,毒品,1050615,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
97,毒品,1051123,台北市萬華區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,17.02
98,毒品,1051122,台北市萬華區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0
99,毒品,1051121,台北市萬華區,大廈(六層以上建築物),    ,    ,1,安非他命,34.15
99,毒品,1051121,台北市萬華區,大廈(六層以上建築物),    ,    ,1,海洛因,12.02
100,毒品,1051119,台北市萬華區,公寓(三至五層建築物),    ,    ,2,海洛因,9.98
100,毒品,1051119,台北市萬華區,公寓(三至五層建築物),    ,    ,2,甲基安非他命,1.58
101,毒品,1050424,苗栗縣公館鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
101,毒品,1050424,苗栗縣公館鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
102,毒品,1050903,台北市北投區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
103,毒品,1050730,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,4,安非他命,0
104,毒品,1051102,台北市松山區,公路(省、縣、鄉、鎮道,UThome聊天室,電腦網路,1,安非他命,0.3
105,毒品,1051102,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,5.81
106,毒品,1051102,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.2
107,毒品,1051019,桃園市楊梅區,普通住宅(一、二層樓),    ,房間（起居室）,1,甲基安非他命,0
108,毒品,1051121,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
109,毒品,1051129,屏東縣林邊鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,38.14
110,毒品,1050805,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
111,毒品,1051016,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
112,毒品,1051130,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.8
112,毒品,1051130,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.7
113,毒品,1051106,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
114,毒品,1051104,花蓮縣玉里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,1.79
114,毒品,1051104,花蓮縣玉里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.34
115,毒品,1051104,花蓮縣玉里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,2.72
116,毒品,1051022,台中市太平區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
117,毒品,1051124,台中市太平區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.25
118,毒品,1051101,台中市太平區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
119,毒品,1051114,台中市太平區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
120,毒品,1050929,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,鴉片(阿片),0
120,毒品,1050929,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
121,毒品,1051115,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,2.21
122,毒品,1051116,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,14.46
123,毒品,1051116,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,11.16
124,毒品,1051114,高雄市鳥松區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
125,毒品,1051118,高雄市大樹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.42
126,毒品,1050806,雲林縣斗六市,空地(公、私用地),    ,    ,1,安非他命,0
127,毒品,1050728,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
128,毒品,1051029,台北市內湖區,透天厝,    ,    ,2,甲基安非他命,9.72
129,毒品,1050814,台南市安南區,透天厝,    ,    ,1,鴉片(阿片),0
129,毒品,1050814,台南市安南區,透天厝,    ,    ,1,安非他命,0
130,毒品,1050927,高雄市楠梓區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
130,毒品,1050927,高雄市楠梓區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
131,毒品,1050801,高雄市楠梓區,醫療院所(門診中心),    ,    ,2,海洛因,0.36
131,毒品,1050801,高雄市楠梓區,醫療院所(門診中心),    ,    ,2,安非他命,12.14
131,毒品,1050801,高雄市楠梓區,醫療院所(門診中心),    ,    ,2,海洛因,0.76
131,毒品,1050801,高雄市楠梓區,醫療院所(門診中心),    ,    ,2,安非他命,0.53
132,毒品,1050901,桃園市蘆竹區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
133,毒品,1050704,宜蘭縣宜蘭市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
134,毒品,1051121,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,嗎啡,0.52
134,毒品,1051121,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,安非他命,0.54
134,毒品,1051121,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,MDMA（快樂丸）,0.52
135,毒品,1051110,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.57
136,毒品,1050809,高雄市苓雅區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
136,毒品,1050809,高雄市苓雅區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
137,毒品,1051121,高雄市苓雅區,普通住宅(一、二層樓),    ,    ,2,MDMA（快樂丸）,35.1
137,毒品,1051121,高雄市苓雅區,普通住宅(一、二層樓),    ,    ,2,K(愷)他命(含液態),35
138,毒品,1050215,宜蘭縣宜蘭市,出租公寓（套房）,    ,    ,1,海洛因,0
139,毒品,1051018,宜蘭縣宜蘭市,透天厝,    ,    ,1,海洛因,0
140,毒品,1051014,宜蘭縣宜蘭市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
141,毒品,1051017,宜蘭縣宜蘭市,透天厝,    ,    ,1,安非他命,0
142,毒品,1051005,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
143,毒品,1051024,宜蘭縣宜蘭市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
144,毒品,1050926,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,原可待因,0
144,毒品,1050926,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
144,毒品,1050926,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
145,毒品,1050828,嘉義縣中埔鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
146,毒品,1051009,桃園市八德區,一般餐廳、飲食店,    ,公廁,1,海洛因,0
146,毒品,1051009,桃園市八德區,一般餐廳、飲食店,    ,公廁,1,安非他命,0
147,毒品,1051023,桃園市八德區,大廈(六層以上建築物),    ,    ,1,安非他命,0
148,毒品,1051118,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.87
149,毒品,1051010,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
149,毒品,1051010,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
150,毒品,1051020,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0
150,毒品,1051020,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
151,毒品,1051030,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
152,毒品,1050713,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
152,毒品,1050713,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
153,毒品,1051028,桃園市龍潭區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
154,毒品,1051103,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
155,毒品,1051125,桃園市中壢區,透天厝,    ,    ,1,海洛因,26.4
155,毒品,1051125,桃園市中壢區,透天厝,    ,    ,1,安非他命,59.5
155,毒品,1051125,桃園市中壢區,透天厝,    ,    ,1,MDMA（快樂丸）,2.8
156,毒品,1051118,台北市萬華區,其他,    ,    ,1,安非他命,0
157,毒品,1051117,台北市萬華區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0.1
158,毒品,1051112,台北市萬華區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,3.22
159,毒品,1051114,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,安非他命,0.01
160,毒品,1051111,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.68
161,毒品,1051114,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
162,毒品,1051112,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
163,毒品,1051117,台北市萬華區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.31
164,毒品,1051015,台北市萬華區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
165,毒品,1051003,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
166,毒品,1050716,宜蘭縣羅東鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
167,毒品,1050705,宜蘭縣羅東鎮,普通住宅(一、二層樓),    ,    ,2,甲基安非他命,0
168,毒品,1050630,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
169,毒品,1051006,高雄市大社區,普通住宅(一、二層樓),    ,    ,2,嗎啡,0
169,毒品,1051006,高雄市大社區,普通住宅(一、二層樓),    ,    ,2,嗎啡,0
170,毒品,1050612,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
171,毒品,1050803,高雄市鳥松區,大廈(六層以上建築物),    ,    ,1,MDMA（快樂丸）,0
171,毒品,1050803,高雄市鳥松區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),0
172,毒品,1051114,宜蘭縣羅東鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.25
173,毒品,1051007,台南市北區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
174,毒品,1050920,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
175,毒品,1051004,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
176,毒品,1051101,花蓮縣花蓮市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.49
177,毒品,1051111,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.45
178,毒品,1050801,宜蘭縣礁溪鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
179,毒品,1050830,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
180,毒品,1050725,宜蘭縣礁溪鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
180,毒品,1050725,宜蘭縣礁溪鄉,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
181,毒品,1050901,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
181,毒品,1050901,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
182,毒品,1050815,宜蘭縣頭城鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
183,毒品,1051010,宜蘭縣頭城鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
184,毒品,1051017,宜蘭縣礁溪鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
185,毒品,1050829,宜蘭縣礁溪鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
186,毒品,1050808,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
187,毒品,1051020,宜蘭縣礁溪鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
188,毒品,1050915,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
189,毒品,1050810,宜蘭縣礁溪鄉,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
190,毒品,1050810,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
191,毒品,1051117,新竹縣湖口鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.4
192,毒品,1051121,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,海洛因,0.3
193,毒品,1051120,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.3
194,毒品,1051119,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,0.7
195,毒品,1051119,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.18
196,毒品,1051119,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
197,毒品,1051117,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
198,毒品,1051117,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.18
199,毒品,1051118,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
200,毒品,1051121,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
201,毒品,1051123,桃園市八德區,公寓(三至五層建築物),    ,    ,1,安非他命,2.33
202,毒品,1051124,彰化縣社頭鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
203,毒品,1051009,台北市大同區,公寓(三至五層建築物),    ,    ,1,嗎啡,0
203,毒品,1051009,台北市大同區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
204,毒品,1050429,新北市新莊區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,0
205,毒品,1051028,新北市泰山區,工地、工寮,    ,    ,1,海洛因,0
206,毒品,1051130,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.51
207,毒品,1051003,桃園市大溪區,公寓(三至五層建築物),    ,    ,1,安非他命,0.01
208,毒品,1051125,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,15.36
209,毒品,1051102,新北市新莊區,汽車旅館,    ,    ,1,K(愷)他命(含液態),27.76
210,毒品,1051031,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
210,毒品,1051031,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
211,毒品,1051101,新北市林口區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
212,毒品,1051026,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.35
213,毒品,1051103,雲林縣大埤鄉,高速公路,    ,    ,1,安非他命,1.59
214,毒品,1051027,新北市新莊區,公寓(三至五層建築物),    ,    ,1,安非他命,0
215,毒品,1051026,新北市泰山區,汽車旅館,    ,    ,1,安非他命,0
216,毒品,1051027,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,15.54
216,毒品,1051027,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.3
217,毒品,1051028,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
218,毒品,1051029,新北市泰山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
219,毒品,1051030,新北市新莊區,公寓(三至五層建築物),    ,    ,1,安非他命,0.07
220,毒品,1051105,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
221,毒品,1051127,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.31
222,毒品,1051106,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,6.7
223,毒品,1051128,桃園市中壢區,汽車旅館,    ,    ,2,海洛因,6.24
224,毒品,1051129,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,8.55
225,毒品,1051129,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.46
226,毒品,1051104,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,5
