no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
24,毒品,1041201,屏東縣萬丹鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
25,毒品,1041215,屏東縣長治鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
26,毒品,1050130,屏東縣長治鄉,墓地,    ,    ,1,K(愷)他命(含液態),25.15
27,毒品,1050110,雲林縣麥寮鄉,產業道路,    ,    ,1,海洛因,0.1
28,毒品,1041203,雲林縣四湖鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
29,毒品,1050108,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,汽車上,1,海洛因,0.3
30,毒品,1041109,新北市新莊區,大廈(六層以上建築物),    ,    ,3,安非他命,41.89
30,毒品,1041109,新北市新莊區,大廈(六層以上建築物),    ,    ,3,大麻,0.53
30,毒品,1041109,新北市新莊區,大廈(六層以上建築物),    ,    ,3,海洛因,3.57
30,毒品,1041109,新北市新莊區,大廈(六層以上建築物),    ,    ,3,海洛因,11.39
30,毒品,1041109,新北市新莊區,大廈(六層以上建築物),    ,    ,3,安非他命,9.17
31,毒品,1041126,高雄市林園區,普通住宅(一、二層樓),    ,    ,4,海洛因,0
31,毒品,1041126,高雄市林園區,普通住宅(一、二層樓),    ,    ,4,海洛因,0
31,毒品,1041126,高雄市林園區,普通住宅(一、二層樓),    ,    ,4,海洛因,0
31,毒品,1041126,高雄市林園區,普通住宅(一、二層樓),    ,    ,4,安非他命,0.5
32,毒品,1041206,苗栗縣南庄鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
33,毒品,1041105,苗栗縣頭份市,其他交通場所,    ,    ,1,安非他命,0
34,毒品,1040521,嘉義市西區,KTV,    ,    ,1,安非他命,0
35,毒品,1050102,新竹縣新豐鄉,汽車旅館,    ,    ,1,安非他命,0
36,毒品,1050102,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
37,毒品,1050113,新北市板橋區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
37,毒品,1050113,新北市板橋區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
38,毒品,1050112,新北市板橋區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.55
39,毒品,1041115,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
40,毒品,1041017,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
41,毒品,1050126,台北市中正區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,3.5
42,毒品,1041102,高雄市小港區,其他,    ,    ,1,安非他命,0
43,毒品,1041228,苗栗縣苑裡鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
44,毒品,1050104,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,36.2
44,毒品,1050104,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,1.69
45,毒品,1050104,彰化縣彰化市,普通住宅(一、二層樓),    ,    ,1,安非他命,36.2
45,毒品,1050104,彰化縣彰化市,普通住宅(一、二層樓),    ,    ,1,海洛因,1.69
46,毒品,1040804,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0
47,毒品,1040814,新北市中和區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
48,毒品,1050106,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
48,毒品,1050106,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.83
49,毒品,1050106,桃園市中壢區,工地、工寮,    ,    ,1,安非他命,0.55
50,毒品,1041117,雲林縣崙背鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
51,毒品,1040602,雲林縣崙背鄉,出租公寓（套房）,    ,    ,1,K(愷)他命(含液態),0
52,毒品,1041020,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0
53,毒品,1040802,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
54,毒品,1050120,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.81
55,毒品,1050116,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
56,毒品,1050112,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.33
57,毒品,1041115,桃園市平鎮區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,0
58,毒品,1050114,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0.92
59,毒品,1040902,高雄市岡山區,高速公路,    ,    ,1,安非他命,0
60,毒品,1041107,台中市霧峰區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
61,毒品,1041203,台中市霧峰區,大廈(六層以上建築物),    ,    ,1,海洛因,0
61,毒品,1041203,台中市霧峰區,大廈(六層以上建築物),    ,    ,1,安非他命,0
62,毒品,1041225,嘉義市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
62,毒品,1041225,嘉義市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
63,毒品,1041017,嘉義市東區,工地、工寮,    ,廁所（非公廁）,1,海洛因,0
63,毒品,1041017,嘉義市東區,工地、工寮,    ,廁所（非公廁）,1,安非他命,0
64,毒品,1041007,台南市東山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
65,毒品,1041213,桃園市大溪區,公園,    ,    ,1,K(愷)他命(含液態),0.01
66,毒品,1041231,嘉義縣中埔鄉,商店行號,    ,    ,1,安非他命,0.2
67,毒品,1050118,新北市三峽區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.45
68,毒品,1040913,新北市三重區,公寓(三至五層建築物),    ,    ,1,安非他命,0
69,毒品,1041213,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
70,毒品,1041211,桃園市龜山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
71,毒品,1041206,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
72,毒品,1050114,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
73,毒品,1050114,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
74,毒品,1050112,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
75,毒品,1050107,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
76,毒品,1050114,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,20.36
76,毒品,1050114,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,421
77,毒品,1050114,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,40.64
78,毒品,1050114,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,0
79,毒品,1050112,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.34
80,毒品,1040919,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
81,毒品,1050130,屏東縣高樹鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,1.1
81,毒品,1050130,屏東縣高樹鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0.25
82,毒品,1041222,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
83,毒品,1050105,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
84,毒品,1041115,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
85,毒品,1040701,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,6,海洛因,0
85,毒品,1040701,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,6,安非他命,0
86,毒品,1041122,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
87,毒品,1050104,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.22
88,毒品,1050103,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,9.32
88,毒品,1050103,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,10.2
89,毒品,1050103,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.94
90,毒品,1050114,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
91,毒品,1041101,台中市太平區,空地(公、私用地),    ,    ,1,安非他命,0
92,毒品,1041203,台中市東區,醫療院所(門診中心),    ,    ,1,安非他命,0
93,毒品,1050105,高雄市前鎮區,大廈(六層以上建築物),    ,    ,1,海洛因,0.79
94,毒品,1041003,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,3,海洛因,138.78
94,毒品,1041003,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,3,安非他命,468.38
94,毒品,1041003,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,3,K(愷)他命(含液態),36.3
94,毒品,1041003,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,3,海洛因,0.77
94,毒品,1041003,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,3,安非他命,1.47
95,毒品,1041216,嘉義市西區,KTV,    ,停車場,1,安非他命,0
96,毒品,1041005,苗栗縣後龍鎮,其他交通場所,    ,    ,1,海洛因,0
96,毒品,1041005,苗栗縣後龍鎮,其他交通場所,    ,    ,1,安非他命,0
97,毒品,1040925,苗栗縣後龍鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
98,毒品,1050102,苗栗縣後龍鎮,其他交通場所,    ,    ,1,安非他命,1.21
99,毒品,1050111,高雄市左營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.5
101,毒品,1041125,高雄市左營區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
102,毒品,1040802,花蓮縣新城鄉,公園,    ,    ,1,安非他命,0
103,毒品,1050123,南投縣草屯鎮,出租公寓（套房）,    ,    ,1,安非他命,0.01
104,毒品,1050119,新北市新莊區,公寓(三至五層建築物),    ,    ,2,安非他命,0
105,毒品,1041024,苗栗縣竹南鎮,其他交通場所,    ,    ,1,K(愷)他命(含液態),0
106,毒品,1050111,彰化縣員林市,小學(含幼稚園及托兒所,    ,門口(出入口),1,海洛因,0
106,毒品,1050111,彰化縣員林市,小學(含幼稚園及托兒所,    ,門口(出入口),1,安非他命,3.5
107,毒品,1041122,彰化縣大村鄉,普通住宅(一、二層樓),    ,    ,1,原可待因,0
108,毒品,1040908,苗栗縣後龍鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,2.5
109,毒品,1041208,宜蘭縣蘇澳鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
110,毒品,1041112,高雄市小港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
111,毒品,1041119,屏東縣竹田鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
112,毒品,1050126,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
112,毒品,1050126,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,11.13
113,毒品,1040317,屏東縣恆春鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
114,毒品,1041222,屏東縣滿州鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
114,毒品,1041222,屏東縣滿州鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
115,毒品,1041119,桃園市平鎮區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,0
116,毒品,1050125,宜蘭縣羅東鎮,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.3
117,毒品,1041201,台南市歸仁區,寺廟、道觀、佛堂、神,    ,公廁,1,海洛因,0
117,毒品,1041201,台南市歸仁區,寺廟、道觀、佛堂、神,    ,公廁,1,安非他命,0
118,毒品,1040805,新竹縣新豐鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
119,毒品,1050114,新北市板橋區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,15.75
119,毒品,1050114,新北市板橋區,旅社飯店客棧汽車旅館,    ,    ,1,海洛因,0.45
120,毒品,1050122,桃園市龍潭區,產業道路,    ,    ,1,安非他命,0.21
121,毒品,1040731,高雄市三民區,其他,    ,    ,1,鴉片(阿片),0
122,毒品,1041118,高雄市三民區,其他交通場所,    ,街道馬路,1,安非他命,0
123,毒品,1041102,高雄市三民區,旅社飯店客棧汽車旅館,    ,    ,1,海洛因,0
123,毒品,1041102,高雄市三民區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
124,毒品,1040723,新北市中和區,捷運（含車道、車站等）,    ,門口(出入口),1,安非他命,0
125,毒品,1041017,彰化縣花壇鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
125,毒品,1041017,彰化縣花壇鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
126,毒品,1041027,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0
126,毒品,1041027,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
127,毒品,1041113,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
128,毒品,1041115,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
129,毒品,1050110,屏東縣恆春鎮,空地(公、私用地),    ,    ,1,海洛因,0.2
130,毒品,1050116,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
131,毒品,1041222,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
132,毒品,1050118,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,96.29
132,毒品,1050118,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.47
132,毒品,1050118,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,4.74
133,毒品,1050121,花蓮縣新城鄉,透天厝,    ,    ,1,海洛因,0.55
133,毒品,1050121,花蓮縣新城鄉,透天厝,    ,    ,1,海洛因,12.9
134,毒品,1041204,高雄市田寮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
135,毒品,1050126,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.79
136,毒品,1041121,高雄市阿蓮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
137,毒品,1041119,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,原可待因,0
137,毒品,1041119,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
138,毒品,1041115,雲林縣麥寮鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
138,毒品,1041115,雲林縣麥寮鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
139,毒品,1041118,宜蘭縣五結鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
140,毒品,1041121,彰化縣鹿港鎮,透天厝,    ,    ,1,海洛因,0
140,毒品,1041121,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
141,毒品,1050118,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
142,毒品,1041021,彰化縣鹿港鎮,透天厝,    ,    ,1,海洛因,0
143,毒品,1050119,新北市新莊區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
144,毒品,1041212,新北市泰山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
145,毒品,1040901,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0
146,毒品,1050103,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,5.6
147,毒品,1041114,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
148,毒品,1041223,新北市中和區,公寓(三至五層建築物),    ,    ,1,海洛因,0.54
149,毒品,1050121,屏東縣長治鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
150,毒品,1050114,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,8.44
150,毒品,1050114,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.65
151,毒品,1041201,高雄市小港區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
152,毒品,1040928,高雄市小港區,透天厝,    ,    ,1,甲基安非他命,0
153,毒品,1040731,台北市內湖區,公寓(三至五層建築物),    ,    ,1,安非他命,0
154,毒品,1050102,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.8
154,毒品,1050102,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,16
154,毒品,1050102,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,0.12
155,毒品,1050103,台中市北屯區,大廈(六層以上建築物),    ,    ,1,安非他命,0
156,毒品,1041123,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
157,毒品,1041222,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
158,毒品,1050112,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.33
159,毒品,1050107,高雄市新興區,其他交通場所,    ,街道馬路,1,安非他命,2.36
160,毒品,1050131,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,7.75
161,毒品,1050109,台南市西港區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.1
162,毒品,1041208,桃園市桃園區,汽車旅館,    ,    ,1,安非他命,0
163,毒品,1041127,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
164,毒品,1041002,新竹縣新豐鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
165,毒品,1041224,新北市樹林區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
166,毒品,1050126,新北市樹林區,出租公寓（套房）,    ,    ,1,海洛因,3.18
166,毒品,1050126,新北市樹林區,出租公寓（套房）,    ,    ,1,安非他命,12.04
167,毒品,1050126,新北市新店區,高速公路,    ,    ,1,安非他命,2.3
168,毒品,1041217,台中市大里區,普通住宅(一、二層樓),    ,    ,2,安非他命,0
169,毒品,1041107,台南市白河區,商店行號,    ,    ,1,安非他命,0
170,毒品,1040915,新北市瑞芳區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
171,毒品,1030805,新北市瑞芳區,其他交通場所,    ,    ,2,安非他命,0.3
172,毒品,1050108,新竹市香山區,檳榔攤,    ,    ,1,安非他命,0.3
173,毒品,1040601,新竹市香山區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0
174,毒品,1050103,新北市土城區,公寓(三至五層建築物),    ,    ,1,安非他命,0
175,毒品,1050103,新北市土城區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.77
176,毒品,1041116,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
177,毒品,1041111,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
178,毒品,1050112,台中市后里區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),25.2
179,毒品,1050109,台北市萬華區,大廈(六層以上建築物),    ,    ,1,安非他命,17.33
180,毒品,1040920,桃園市大園區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
181,毒品,1041013,台中市大甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
182,毒品,1041211,高雄市美濃區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
183,毒品,1050108,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,9.94
185,毒品,1050119,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,3.69
186,毒品,1050128,台中市大肚區,出租公寓（套房）,    ,    ,1,安非他命,1.34
187,毒品,1041114,新竹市東區,空地(公、私用地),    ,    ,1,大麻,0
188,毒品,1040704,台南市安南區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
189,毒品,1041205,苗栗縣大湖鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
190,毒品,1050120,新北市中和區,公寓(三至五層建築物),    ,    ,4,安非他命,511.78
190,毒品,1050120,新北市中和區,公寓(三至五層建築物),    ,    ,4,海洛因,48.07
191,毒品,1050120,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0.9
192,毒品,1041218,新北市土城區,加油站,    ,公廁,1,安非他命,0
192,毒品,1041218,新北市土城區,加油站,    ,公廁,1,甲基安非他命,0
193,毒品,1041020,彰化縣鹿港鎮,透天厝,    ,    ,1,海洛因,0
194,毒品,1041023,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
195,毒品,1041020,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
196,毒品,1040910,新北市中和區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
197,毒品,1040820,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
198,毒品,1041122,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
199,毒品,1041020,彰化縣鹿港鎮,透天厝,    ,    ,1,安非他命,0
200,毒品,1050113,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
201,毒品,1041117,雲林縣斗南鎮,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,1.23
201,毒品,1041117,雲林縣斗南鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.6
202,毒品,1041124,高雄市橋頭區,其他交通場所,    ,    ,3,海洛因,4.82
202,毒品,1041124,高雄市橋頭區,其他交通場所,    ,    ,3,安非他命,24.83
202,毒品,1041124,高雄市橋頭區,其他交通場所,    ,    ,3,安非他命,0.95
202,毒品,1041124,高雄市橋頭區,其他交通場所,    ,    ,3,安非他命,3.7
202,毒品,1041124,高雄市橋頭區,其他交通場所,    ,    ,3,海洛因,0.28
203,毒品,1041012,高雄市永安區,其他交通場所,    ,    ,1,甲基安非他命,0
204,毒品,1041125,高雄市橋頭區,公寓(三至五層建築物),    ,    ,1,安非他命,0.95
204,毒品,1041125,高雄市橋頭區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
205,毒品,1041115,基隆市中山區,公寓(三至五層建築物),    ,    ,1,嗎啡,0
205,毒品,1041115,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
206,毒品,1040612,高雄市岡山區,電子遊藝場(含電動玩具),    ,    ,4,安非他命,0.58
207,毒品,1041102,新竹市北區,公寓(三至五層建築物),    ,    ,1,安非他命,0
208,毒品,1050108,嘉義縣太保市,高速公路,    ,汽車上,1,安非他命,0.36
209,毒品,1040702,高雄市美濃區,其他交通場所,    ,    ,1,安非他命,0
209,毒品,1040702,高雄市美濃區,其他交通場所,    ,    ,1,K(愷)他命(含液態),0
210,毒品,1040616,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0.2
211,毒品,1041224,新北市淡水區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.52
212,毒品,1050128,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.67
213,毒品,1050113,基隆市安樂區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.65
214,毒品,1050127,基隆市安樂區,大廈(六層以上建築物),    ,    ,1,海洛因,3.25
214,毒品,1050127,基隆市安樂區,大廈(六層以上建築物),    ,    ,1,安非他命,21.69
215,毒品,1050127,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
216,毒品,1050127,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.59
217,毒品,1041214,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0
217,毒品,1041214,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
218,毒品,1050126,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.55
219,毒品,1050101,基隆市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.22
220,毒品,1040810,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
221,毒品,1050104,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.49
222,毒品,1040901,彰化縣和美鎮,透天厝,    ,    ,4,安非他命,0
222,毒品,1040901,彰化縣和美鎮,透天厝,    ,    ,4,海洛因,0
223,毒品,1050104,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.52
224,毒品,1050104,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
225,毒品,1041116,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
225,毒品,1041116,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
226,毒品,1050112,台中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.22
